business_id,categories,city,latitude,longitude,name,postal_code,review_count,stars,state,isBankrupt,county,isChain,density,cluster,neighborhood,ethnics,types,Dessert,time,tableService,alcohol,caters,hasTV,forGroups,noiceLevel,hasWiFi,attire,reservations,outdoorSeating,acceptCreditCard,priceRange,delivery,takeOut,goodForKids,driveThru,wheelchairAccessible,dogsAllowed,happyHour,smoking,garage,street,validated,lot,valet
RAUI7uwpMP6dlcHXkavwHg,"['Burgers', 'Restaurants']",Laveen,33.3764804463,-112.171588953,Smashburger,85339,23,3.0,AZ,0,Maricopa County,1,43,25,28,[],['Fast Food'],False,[],False,True,False,False,True,average,free,casual,False,True,True,2.0,False,True,True,False,,,,,False,False,False,False,False
irYAkavSVtIEyGOsHK-yPw,"['Event Planning & Services', 'American (New)', 'Sandwiches', 'Salad', 'Caterers', 'Restaurants']",Phoenix,33.4667324,-112.0727233,Palette,85004,43,3.5,AZ,0,Maricopa County,0,2493,494,14,['American'],['Caterers' 'Fast Food' 'Salad'],False,['Lunch'],True,True,True,False,True,quiet,free,casual,True,True,True,2.0,False,True,True,,,,,,False,False,False,True,False
mFE7N0p3f_7vcMTUy76ifw,"['American (Traditional)', 'Breakfast & Brunch', 'Salad', 'Burgers', 'Restaurants']",Chandler,33.279239600000004,-111.7928411,Village Inn,85248,49,3.5,AZ,0,Maricopa County,1,524,646,19,['American'],['Fast Food' 'Salad'],True,"['Breakfast', 'Brunch']",True,False,False,True,True,average,free,casual,False,False,True,2.0,False,True,True,False,True,,,,False,False,False,True,False
_eKvk2GoGKb3CoYolHgRlg,"['Greek', 'Vegetarian', 'Sandwiches', 'Mediterranean', 'Restaurants']",Phoenix,33.347893,-111.97682179999998,Fresko A Mediterranean Kitchen,85044,88,4.5,AZ,0,Maricopa County,0,2493,233,6,['European' 'MiddleEast'],['Fast Food' 'Vegetarian'],False,['Lunch'],False,False,True,False,True,quiet,no,casual,False,True,True,2.0,True,True,True,,True,True,,,False,False,False,True,False
SAae44V24aD7y_HpgxjhPA,"['Restaurants', 'Mexican']",Mesa,33.4658931,-111.68582659999998,Nando's Mexican Cafe,85215,192,3.5,AZ,0,Maricopa County,1,778,69,19,['Mexican'],[],False,"['Lunch', 'Dinner']",True,True,True,True,True,average,free,casual,True,True,True,2.0,False,True,True,,True,,,,False,False,False,True,False
kRgP3LxO2ugBrC1YpWLncA,"['Restaurants', 'Asian Fusion', 'Thai']",Glendale,33.611520848000005,-112.170486564,Bangkok Thai Bar-B-Q,85306,131,4.0,AZ,0,Maricopa County,0,477,211,14,['EastAsia' 'SouthEastAisa'],[],False,"['Lunch', 'Dinner']",True,True,True,True,True,quiet,no,casual,True,False,True,2.0,True,True,True,,True,,,,False,False,False,True,False
mfQlXkeNhW1vz_1iq63mNQ,"['Restaurants', 'Fast Food', 'Mexican']",Avondale,33.454393,-112.3404076,Del Taco,85323,23,2.5,AZ,0,Maricopa County,1,127,432,21,['Mexican'],['Fast Food'],False,"['Lunch', 'Breakfast']",False,False,False,False,True,average,no,casual,False,True,True,1.0,False,True,True,True,True,,,,False,False,False,True,False
owwKUc2VFUMgRPZFEgrtKA,"['Restaurants', 'Vietnamese']",Chandler,33.336267600000006,-111.8741442,Pho Dam,85224,17,4.0,AZ,0,Maricopa County,0,524,219,15,['SouthEastAisa'],[],False,['Lunch'],True,,,True,True,quiet,,casual,True,False,True,1.0,True,True,True,,,,,,False,False,False,False,False
6CpAWkTcqqNtGAfOsPeFUw,"['American (Traditional)', 'Restaurants', 'Sandwiches', 'Steakhouses', 'American (New)', 'Fast Food']",Sun City,33.6392628656,-112.275256168,Arby's,85373,9,3.5,AZ,0,Maricopa County,1,33,66,14,['American'],['Fast Food' 'Meat'],False,[],False,False,False,True,True,average,,casual,False,True,True,2.0,False,True,True,True,,,,,False,False,False,False,False
pBoWsom3mZFYo9EucIWRDg,"['Restaurants', 'Japanese', 'Sushi Bars']",Peoria,33.6114217,-112.2395205,Kabuki Sushi & Grill,85381,157,4.0,AZ,0,Maricopa County,0,246,20,17,['EastAsia'],['Asian Ethnics'],False,"['Lunch', 'Dinner']",True,True,False,True,True,average,no,casual,True,False,True,2.0,False,True,True,,True,,,,False,False,False,False,False
7J_8O6w79raFRSORc3bRew,"['Bubble Tea', 'Restaurants', 'Food', 'Vietnamese']",Chandler,33.2606908,-111.7903737,AZ Pho & Grill,85286,249,4.0,AZ,0,Maricopa County,1,524,80,3,['SouthEastAisa'],['Beverage'],False,"['Lunch', 'Dinner']",True,True,True,True,True,average,free,casual,True,True,True,1.0,False,True,True,,True,,,,False,False,False,True,False
qB15WElGAlI_eGWjn0kT2w,"['Tex-Mex', 'Fast Food', 'Restaurants', 'Mexican']",Phoenix,33.6259,-112.0136,Taco Bell,85032,18,2.0,AZ,0,Maricopa County,1,2493,370,13,['Mexican'],['Fast Food'],False,[],,False,False,False,True,average,,casual,False,False,True,1.0,False,True,True,True,,,,,,,,,
tCJGEQVqjELLYv3fPNX5Rw,"['Nightlife', 'Restaurants', 'Steakhouses', 'Wine Bars', 'Bars', 'Seafood']",Scottsdale,33.674238,-111.889288,Fleming's Prime Steakhouse-Scottsdale,85255,190,3.5,AZ,0,Maricopa County,0,844,37,8,[],['Alcohol' 'Meat' 'Seafood'],False,['Dinner'],True,True,True,True,True,average,no,dressy,True,True,True,3.0,False,True,False,,True,,True,no,False,False,False,True,False
rv9T1qGHbh9eXqFpKEPy_A,"['Restaurants', 'Chinese']",Scottsdale,33.7983014,-111.9307437,Sesame Inn Carefree,85262,90,3.5,AZ,0,Maricopa County,0,844,668,6,['Chinese'],[],False,"['Lunch', 'Dinner']",True,True,False,False,True,quiet,no,casual,True,False,True,2.0,False,True,True,,,,,,False,False,False,True,False
1Nq7GxjvEDgAJxBeOjR_9Q,"['Mexican', 'Restaurants']",Mesa,33.423595399999996,-111.8568585,Burrito Express,85201,92,2.5,AZ,0,Maricopa County,1,778,26,7,['Mexican'],[],False,"['Lunch', 'Dinner', 'Breakfast']",False,False,True,True,True,average,no,casual,False,False,True,1.0,True,True,True,,,,,,False,False,False,True,False
X2oxkKB-wlu8xV0P8fbfiQ,"['Restaurants', 'Chicken Shop']",Phoenix,33.4800487,-112.1347018,Mo's Chicken,85019,10,3.0,AZ,0,Maricopa County,0,2493,410,10,[],['Chicken'],False,[],,True,,True,True,,free,casual,False,,True,1.0,,,True,,,,,,,,,,
-Ut87cwGFsO3444Rd11p0Q,"['Mexican', 'Restaurants']",Litchfield Park,33.508441,-112.341953,Federico's Mexican Food,85340,63,3.5,AZ,0,Maricopa County,1,31,197,9,['Mexican'],[],False,"['Lunch', 'Dinner']",False,False,True,True,True,average,free,casual,False,False,True,1.0,False,True,True,,True,,,,False,False,False,True,False
D1E_6MBFKeU2a7EQ4IwoEQ,"['Restaurants', 'Pizza']",El Mirage,33.6230548882,-112.33975752,Little Caesars Pizza,85335,15,2.5,AZ,0,Maricopa County,1,17,719,2,[],['Pizza'],False,[],False,False,,False,True,average,no,casual,True,False,True,2.0,False,True,True,,,,,,False,False,False,False,False
LPq-IOpA_VrZ2xRh1A6Ssw,"['Event Planning & Services', 'Sandwiches', 'Restaurants', 'Nightlife', 'American (Traditional)', 'Salad', 'Cocktail Bars', 'Venues & Event Spaces', 'Bars']",Scottsdale,33.4941213,-111.9227616,The Saguaro Restaurant,85251,10,3.5,AZ,1,Maricopa County,0,844,489,49,['American'],['Alcohol' 'Fast Food' 'Salad'],False,[],True,True,True,True,True,quiet,free,casual,True,True,True,2.0,False,True,False,,True,True,True,outdoor,False,False,False,False,True
mZK8IBkMFzOX2UmA7_BylA,"['American (New)', 'Restaurants', 'Breakfast & Brunch', 'American (Traditional)']",Chandler,33.3493477,-111.8565147,IHOP,85224,78,2.5,AZ,0,Maricopa County,1,524,488,9,['American'],[],False,"['Latenight', 'Lunch', 'Breakfast', 'Brunch']",True,False,False,False,True,average,no,casual,False,False,True,1.0,False,True,True,,True,,,,False,False,False,True,False
OlGImeovM5U14T5q5DnVSg,"['Chinese', 'Restaurants']",Chandler,33.2195026,-111.82471809999998,Big Wa,85249,4,3.0,AZ,1,Maricopa County,0,524,40,10,['Chinese'],[],False,[],,,,,True,quiet,,casual,,,,1.0,,,,,,,,,False,False,False,False,False
A029GQG1S3ekPit6cObcBA,"['Restaurants', 'Indian', 'Buffets']",Gilbert,33.3492557,-111.82234409999998,Curry Garden,85233,109,4.0,AZ,0,Maricopa County,0,374,266,9,['SouthEastAisa'],['Buffets'],False,"['Lunch', 'Dinner']",True,False,True,True,True,average,no,casual,False,False,True,2.0,False,True,True,,,,,,False,False,False,True,False
HQObn6hrV9WoeFObGfa2YQ,"['Restaurants', 'Tacos', 'Mexican']",Gilbert,33.322367,-111.756204,Mucha Lucha Taco Shop,85296,199,4.5,AZ,0,Maricopa County,1,374,683,2,['Mexican'],['Tacos'],False,"['Lunch', 'Dinner']",False,False,,False,False,average,no,casual,False,False,True,1.0,False,True,True,,,,,,False,False,False,True,False
VqF6Uky7SGfjWitgxrhlJA,"['Pizza', 'Restaurants']",Gilbert,33.2319416609,-111.721218153,Little Caesars Pizza,85298,9,4.0,AZ,0,Maricopa County,1,374,190,13,[],['Pizza'],False,[],False,False,False,False,False,very_loud,no,casual,False,False,True,1.0,False,True,True,,,,,,False,False,False,False,False
S8FDnhP4WKlRhJxSIkcxFg,"['Arts & Entertainment', 'Virtual Reality Centers', 'Bars', 'Restaurants', 'Arcades', 'American (New)', 'Food', 'Nightlife']",Peoria,33.6290590041,-112.238112817,Modern Round,85382,130,3.5,AZ,0,Maricopa County,0,246,288,13,['American'],['Alcohol'],False,['Dinner'],True,True,False,True,True,very_loud,free,casual,True,False,True,2.0,False,True,False,,True,False,True,no,False,False,False,True,False
EC7NrIHKk6i3US_XJlDWDA,"['Restaurants', 'Mexican']",Scottsdale,33.5019605,-111.92309240000002,Julio's Too,85251,166,4.0,AZ,0,Maricopa County,1,844,284,21,['Mexican'],[],False,"['Lunch', 'Dinner']",False,True,True,False,True,average,no,casual,False,True,True,1.0,False,True,True,,True,,,,False,False,False,True,False
vhKUBKcOm8zOLxeS3XM9iA,"['Restaurants', 'Pizza']",Phoenix,33.6418473,-111.99557079999998,Rosati's Pizza,85032,67,3.0,AZ,0,Maricopa County,1,2493,369,9,[],['Pizza'],False,"['Lunch', 'Dinner']",True,True,True,True,True,average,no,casual,False,False,True,2.0,True,True,True,,True,,,,False,False,False,True,False
frCxZS7lPhEnQRJ3UY6m7A,"['Vegetarian', 'Nightlife', 'Mexican', 'Bars', 'Vegan', 'Restaurants', 'Breakfast & Brunch', 'Cafes']",Phoenix,33.469201,-112.047393,La Santisima,85006,1694,4.0,AZ,0,Maricopa County,1,2493,633,11,['Mexican'],['Alcohol' 'Coffee & Tea' 'Vegetarian'],False,"['Lunch', 'Dinner']",True,True,True,False,True,average,no,casual,False,False,True,2.0,False,True,True,,True,False,True,,False,True,False,False,False
mI5UYpuYxjiumMLgANoa9A,"['Mexican', 'Restaurants']",Mesa,33.379467445,-111.75299406100001,Filiberto's Mexican Food,85206,70,2.5,AZ,0,Maricopa County,1,778,92,35,['Mexican'],[],False,[],False,False,True,True,True,average,free,casual,True,True,True,1.0,False,True,True,,True,False,,,False,False,False,True,False
l0WauZ92kRg9bu2oxHj4TQ,"['Restaurants', 'Italian']",Phoenix,33.607105,-112.063427,Aiello's East Coast Italian,85022,130,4.0,AZ,0,Maricopa County,0,2493,112,13,['European'],[],False,"['Lunch', 'Dinner']",False,True,True,False,True,average,no,casual,False,True,True,2.0,True,True,True,,True,,,,False,False,False,True,False
IqsQRoiVE535Z2JR-7xoWQ,"['Restaurants', 'Fast Food']",Tempe,33.4217141,-111.8937627,Jack in the Box,85281,12,2.0,AZ,0,Maricopa County,1,611,366,11,[],['Fast Food'],False,[],False,False,,False,False,,no,casual,False,False,True,1.0,False,True,True,True,True,,,,False,False,False,False,False
7yTtTjsZLi5Ef1vsr6ZPTw,"['Bakeries', 'Soup', 'Sandwiches', 'Salad', 'Food', 'Restaurants']",Avondale,33.4643757587,-112.27427065399999,Panera Bread,85392,75,2.5,AZ,0,Maricopa County,1,127,509,15,[],['Bakeries & Desserts' 'Fast Food' 'Salad' 'Soup'],True,"['Lunch', 'Breakfast', 'Brunch']",False,False,True,False,True,average,free,casual,False,True,True,2.0,True,True,True,,,,,,False,False,False,False,False
ZyIlYBpGnRsLeoEfXo-mxg,"['American (New)', 'Restaurants']",Mesa,33.3997189,-111.6841436,On The Green Sports Grill,85206,36,3.5,AZ,0,Maricopa County,0,778,648,17,['American'],[],False,"['Latenight', 'Lunch', 'Dinner']",True,True,False,True,True,average,free,casual,False,True,True,2.0,False,True,False,,False,True,,,False,False,False,True,False
jf_h_Y8iNaduXJvpgLRPng,"['Sports Bars', 'American (New)', 'Chicken Wings', 'Bars', 'Restaurants', 'Nightlife']",Chandler,33.2763316444,-111.790289394,Native Grill & Wings,85286,195,3.0,AZ,0,Maricopa County,1,524,646,19,['American'],['Alcohol' 'Chicken'],False,"['Lunch', 'Dinner']",True,True,False,True,True,average,free,casual,True,True,True,2.0,False,True,True,,True,,True,outdoor,False,False,False,True,False
Yar8jR2a1XA2JuRKfmNDcw,"['Restaurants', 'Greek', 'Mediterranean', 'Food', 'Bakeries']",Phoenix,33.6259523,-112.1343378,Palms Restaurant,85053,3,5.0,AZ,0,Maricopa County,0,2493,354,13,['European' 'MiddleEast'],['Bakeries & Desserts'],False,[],,,,,True,,,casual,True,False,True,2.0,,True,True,,,,,,,,,,
OsuBqr2L0-5W8LGAsg-p8g,"['Fast Food', 'Restaurants', 'Mexican', 'Hot Dogs']",Mesa,33.4080371,-111.8346059,Micky's Hot Dogs,85210,115,4.0,AZ,0,Maricopa County,0,778,442,12,['Mexican'],['Fast Food'],False,['Lunch'],False,False,False,False,False,average,no,casual,False,True,False,1.0,False,True,True,False,True,,,,False,False,False,True,False
aiX_WP7NKPTdF9CfI-M-wg,"['American (New)', 'Restaurants']",Tempe,33.428533,-111.943955,Culinary Dropout,85281,984,4.0,AZ,0,Maricopa County,1,611,684,7,['American'],[],False,"['Lunch', 'Dinner']",True,True,True,True,True,loud,free,casual,True,True,True,2.0,False,True,True,,True,False,,,False,False,False,True,True
ObV7olsEsNYjuMGNJ75jNw,"['Mexican', 'Restaurants']",Tempe,33.3931502,-111.9762132,Vaqueros Carne Asada,85282,17,3.5,AZ,0,Maricopa County,1,611,425,11,['Mexican'],[],False,[],,False,,True,False,,no,casual,False,False,True,2.0,False,True,True,,,,,,,,,,
RFj91Y9mk2d824QyD9JTzA,"['Fast Food', 'Delis', 'Sandwiches', 'Restaurants']",Mesa,33.3848304749,-111.80675506600001,Firehouse Subs,85204,33,3.5,AZ,0,Maricopa County,1,778,166,16,[],['Fast Food' 'Meat'],False,"['Lunch', 'Dinner']",False,False,True,True,True,average,no,casual,False,True,True,1.0,False,True,True,False,,,,,False,False,False,True,False
Q9zcPQit3OMWoNRLLK7MQg,"['Event Planning & Services', 'Caterers', 'Restaurants', 'Fast Food']",Phoenix,33.65563,-111.927745,Chick-fil-A,85054,75,3.5,AZ,0,Maricopa County,1,2493,117,23,[],['Caterers' 'Fast Food'],False,"['Lunch', 'Dinner', 'Breakfast']",False,False,True,False,True,quiet,free,casual,False,False,True,1.0,False,True,True,True,True,,,,False,False,False,True,False
SSCH4Z2gw-hh2KZy7aH4qw,"['Breakfast & Brunch', 'Sandwiches', 'American (New)', 'American (Traditional)', 'Restaurants']",Mesa,33.4154308,-111.8374321,Worth Takeaway,85201,336,5.0,AZ,0,Maricopa County,0,778,617,13,['American'],['Fast Food'],False,['Lunch'],False,False,True,False,False,average,free,casual,False,True,True,2.0,False,True,True,,True,True,,,False,True,False,True,False
Jd2NUZeVeyWi1tTNKXMt1Q,"['Mexican', 'Restaurants']",Chandler,33.3136751,-111.8596581,Sí Señor Restaurant,85224,398,4.0,AZ,0,Maricopa County,0,524,178,6,['Mexican'],[],False,"['Lunch', 'Dinner']",True,True,True,True,True,average,no,casual,False,False,True,2.0,False,True,True,,True,,,,False,False,False,True,False
LcmTZeZAE4cb8wFel8JGZg,"['Food Delivery Services', 'Food', 'Restaurants', 'Sandwiches']",Goodyear,33.458980600000004,-112.3930937,Jimmy John's,85338,11,2.5,AZ,0,Maricopa County,1,130,351,22,[],['Fast Food'],False,[],,,,False,True,,,casual,False,False,True,1.0,True,True,True,,,,,,,,,,
TdKJjgiXMPXDamGK-IwFZg,"['Diners', 'Ice Cream & Frozen Yogurt', 'Food', 'Restaurants', 'Burgers', 'Fast Food']",Glendale,33.6387179265,-112.167251549,Freddy's Frozen Custard & Steakburgers,85308,191,4.0,AZ,0,Maricopa County,1,477,654,7,[],['Bakeries & Desserts' 'Fast Food'],True,"['Lunch', 'Dinner']",False,False,False,False,True,average,no,casual,False,True,True,1.0,False,True,True,True,True,,,,False,False,False,True,False
3w66rzZq_rjA1kSmVt5Hew,"['Sandwiches', 'Restaurants', 'Fast Food']",Phoenix,33.6556530143,-112.012032084,Subway,85050,6,3.5,AZ,0,Maricopa County,1,2493,503,4,[],['Fast Food'],False,[],,False,,False,True,,no,casual,False,False,True,1.0,False,True,True,False,,,,,False,False,False,False,False
woP-omtF0PobX4JxXpZa7Q,"['Restaurants', 'Breakfast & Brunch']",Glendale,33.5956471,-112.1521774,Ronnie's Cafe,85304,278,4.0,AZ,0,Maricopa County,0,477,401,7,[],[],False,"['Lunch', 'Breakfast', 'Brunch']",True,False,False,True,True,average,no,casual,False,False,True,1.0,False,True,True,,True,,,,False,False,False,True,False
YQFcxE9UXrKc-QuTUu7twQ,"['Sports Bars', 'Mexican', 'Restaurants', 'Nightlife', 'Bars']",Scottsdale,33.4977693,-111.9264149,Loco Patron,85251,327,3.5,AZ,0,Maricopa County,1,844,588,44,['Mexican'],['Alcohol'],False,"['Latenight', 'Lunch', 'Dinner']",True,True,True,True,True,average,no,casual,True,True,True,2.0,False,True,False,,True,,True,outdoor,False,False,False,False,False
JlQsOCa-UPw_Gu1MG7jmig,"['Restaurants', 'Chicken Wings', 'Pizza', 'Italian']",Surprise,33.5941776,-112.3780084,Pizza Hut,85379,18,1.5,AZ,0,Maricopa County,1,157,110,2,['European'],['Chicken' 'Pizza'],False,[],,False,,,True,average,no,casual,False,False,True,2.0,True,True,True,,,,,,False,False,False,False,False
IyVdd_IqwUtzQDTxw2W9qw,"['Steakhouses', 'Restaurants', 'Nightlife', 'Bars']",Glendale,33.5329519271,-112.260761889,Saddle Ranch Chop House,85305,477,2.5,AZ,0,Maricopa County,0,477,181,28,[],['Alcohol' 'Meat'],False,"['Lunch', 'Dinner']",True,True,False,True,True,average,free,casual,True,True,True,2.0,False,True,True,,True,,True,outdoor,False,False,False,True,False
dhaSDuAoZI0K3hp8aU7otQ,"['Italian', 'Bars', 'Restaurants', 'Nightlife', 'Wine Bars']",Glendale,33.5379277,-112.1665028,Dolce Vino Wine Bar Italian Cuisine,85301,36,4.5,AZ,0,Maricopa County,0,477,480,7,['European'],['Alcohol'],True,[],True,True,True,False,True,average,free,casual,True,False,True,2.0,False,True,True,,True,False,True,no,False,False,False,True,False
Ld2hhA3q3cdkptwS1fsYEg,"['Salad', 'Noodles', 'Sushi Bars', 'Restaurants', 'Japanese']",Phoenix,33.714505545,-112.112238407,Yogi's Grill,85085,80,4.0,AZ,0,Maricopa County,0,2493,48,32,['EastAsia'],['Asian Ethnics' 'Noodles' 'Salad'],False,['Lunch'],False,False,True,True,True,average,no,casual,False,False,True,1.0,False,True,True,,,,,,False,False,False,False,False
ddMOhA5QoKByjaHGK8r7xA,"['Restaurants', 'Bars', 'American (Traditional)', 'Chicken Wings', 'Sports Bars', 'Nightlife', 'American (New)', 'Beer Bar', 'Pubs']",Peoria,33.6114217,-112.2395205,Legends Sports Club,85381,25,2.0,AZ,0,Maricopa County,0,246,20,17,['American'],['Alcohol' 'Chicken'],False,[],,True,,True,True,average,free,,False,True,True,2.0,,,,,True,,True,outdoor,False,False,False,False,False
_9VQUKCkYWHfUTnxbn4O_A,"['Event Planning & Services', 'Barbeque', 'Caterers', 'Restaurants']",Mesa,33.3937008292,-111.841277964,Tom's BBQ,85210,88,3.5,AZ,0,Maricopa County,1,778,264,12,[],['Caterers' 'Meat'],False,"['Lunch', 'Dinner']",False,False,True,True,True,average,free,casual,False,False,True,2.0,False,True,True,,True,False,,,False,False,False,True,False
r0byBoB7y_IH8uicEvyCqQ,"['Restaurants', 'Barbeque']",Phoenix,33.4942339,-112.05974109999998,Rack Shack BBQ,85014,5,3.0,AZ,0,Maricopa County,0,2493,245,7,[],['Meat'],False,[],False,False,,,True,,,casual,False,True,True,2.0,False,True,True,,True,,,,False,False,False,True,False
p2OOk46G_AOO0nCWl-eVlg,"['Gluten-Free', 'Asian Fusion', 'Chinese', 'Restaurants', 'Fast Food']",Glendale,33.666585999999995,-112.203627,Pei Wei,85308,125,3.0,AZ,0,Maricopa County,1,477,263,8,['Chinese' 'EastAsia'],['Fast Food' 'Gluten-Free'],False,"['Lunch', 'Dinner']",False,True,True,False,True,average,no,casual,False,True,True,2.0,False,True,True,False,,,,,False,False,False,False,False
BVYvfJiVcQTl9B311z518w,"['Chicken Wings', 'Buffets', 'Restaurants', 'Pizza']",Phoenix,33.4884218,-112.0823702,Peter Piper Pizza,85013,27,3.5,AZ,0,Maricopa County,1,2493,461,10,[],['Buffets' 'Chicken' 'Pizza'],False,['Lunch'],False,True,False,True,True,loud,free,casual,False,False,True,2.0,False,True,True,,True,,,,False,False,False,False,False
hzMhB8ft6ewaxbZnEcy5pw,"['Bars', 'Nightlife', 'Pubs', 'Beer Bar', 'American (Traditional)', 'Restaurants', 'Beer', 'Wine & Spirits', 'Food']",Chandler,33.2613947,-111.8613829,The Casual Pint,85248,68,4.0,AZ,0,Maricopa County,0,524,59,29,['American'],['Alcohol'],False,[],,True,,True,True,average,free,casual,False,True,True,2.0,False,False,False,,,,True,no,False,False,False,True,False
BWsCjBVMR289vtojIz-gWw,"['Desserts', 'Food', 'Mexican', 'Restaurants', 'Salad']",Gilbert,33.377308,-111.789086,Cafe Rio,85233,242,3.0,AZ,0,Maricopa County,1,374,2,26,['Mexican'],['Bakeries & Desserts' 'Salad'],False,"['Lunch', 'Dinner']",False,False,True,False,True,average,no,casual,False,True,True,1.0,False,True,True,,True,,,,False,False,False,True,False
9_HgBRUXUg_vKjTT-GSulA,"['Hawaiian', 'Asian Fusion', 'Restaurants', 'Barbeque']",Mesa,33.393802642800004,-111.868804932,Golden Hawaiian BBQ,85202,84,4.0,AZ,0,Maricopa County,1,778,205,25,['American' 'EastAsia'],['Meat'],False,"['Lunch', 'Dinner']",False,False,True,True,True,quiet,free,casual,False,False,True,1.0,False,True,True,,True,False,,,False,False,False,True,False
aRRV_ZbRiD65SIi7vAY-iA,"['Restaurants', 'Indian', 'Pakistani']",Phoenix,33.6264184,-112.0132464,Zest of India,85032,3,1.0,AZ,0,Maricopa County,0,2493,370,13,['MiddleEast' 'SouthEastAisa'],[],False,[],True,,,,,,,casual,,,True,2.0,,,,,,,,,False,False,False,False,False
